SA2_MAIN16,SA2_NAME16,Ec_To_Dw,Ec_Typlg,Ec_PoCap,Ec_PctWlkg,Ec_AvTmeWk,Ec_AvDstWk,Ec_Clss,BU_toDwel,BU_Typo,BU_PoCap,BU_PcWalk,BUAvTmeWlk,BUAvDstWlk,BU_Cls,St_ToDwl,St_Typlg,St_PoCap,St_PctWlk,St_AvTmeWk,St_AvDstWk,Op_ToDwe,Op_Typlg,Op_PoCapa,Op_PctgWlk,Op_AvTmeWk,Op_AvDstWk,St_Cls,Op_Clss,ExCon,BaU,Std20M,Opt20Min
209041225,Whittlesea,7307.9021,5,20462.12588,9.657387852,10.93318926,0.495452016,Green wedges and hinterland,38975.47786,2,109131.338,13.03423559,6.784496274,0.796819764,Typical suburban area,41411.44523,2,115952.0466,13.09745325,7.631046939,0.941332581,21923.7063,2,61386.37764,12.60017374,8.253315921,1.051958044,Typical suburban area,Typical suburban area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
209041430,Doreen,9661.284181,1,29949.98096,12.39199387,9.043301357,0.694009389,Urban mixed use and residential area,11041.46764,2,34228.54967,12.51249079,9.794718405,0.693810931,Typical suburban area,8971.192454,1,27810.69661,12.33218126,10.17169947,0.819876312,15182.018,1,47064.2558,12.88105733,11.00114438,0.916228227,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
209041431,Epping - East,5265.910541,1,15797.73162,10.99531977,9.885698977,0.73526556,Urban mixed use and residential area,6018.183475,2,18054.55042,11.10223574,10.70711169,0.735055304,Typical suburban area,4889.774073,1,14669.32222,10.9422485,11.11920913,0.868614783,8275.002278,1,24825.00683,11.42926197,12.02591813,0.970694446,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
209041432,Epping - South,5594.876081,3,15665.65303,11.29075118,13.11782008,0.881006291,Spacious residential area,8951.801729,2,25065.04484,11.6233303,12.42533604,0.823212827,Typical suburban area,4475.900865,3,12532.52242,11.18201978,13.6421821,0.931336607,3356.925648,3,9399.391816,11.07433547,13.6421821,0.931336607,Spacious residential area,Spacious residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
209041433,Epping - West,4102.101191,3,13536.93393,11.58595295,12.16070083,0.813340565,Spacious residential area,6563.361905,2,21659.09429,11.9272275,11.5187427,0.75998593,Typical suburban area,3281.680953,3,10829.54714,11.47437871,12.64680366,0.859805259,2461.260715,3,8122.160358,11.36387895,12.64680366,0.859805259,Spacious residential area,Spacious residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
209041434,Mernda,6342.51306,2,19027.53918,12.79431519,11.01766952,0.766901025,Typical suburban area,8456.684081,2,25370.05224,13.04434291,10.59418541,0.725456963,Typical suburban area,8985.226836,2,26955.68051,13.10760959,11.91609854,0.857027281,11627.94061,1,34883.82183,13.42857564,11.8990826,0.958019134,Typical suburban area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
209041435,South Morang (North),5403.636035,1,17831.99891,12.9958114,10.99215607,0.80958615,Urban mixed use and residential area,6175.58404,2,20379.42733,13.1221797,11.90550543,0.809354641,Typical suburban area,5017.662032,1,16558.28471,12.93308434,12.36372688,0.956414303,8491.428055,1,28021.71258,13.50870517,13.37191931,1.068812172,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
209041436,South Morang (South),4950.890076,1,14852.67023,12.71427829,10.34524115,0.760684625,Urban mixed use and residential area,5658.160087,2,16974.48026,12.83790903,11.20483769,0.7604671,Typical suburban area,4597.25507,1,13791.76521,12.65291011,11.6360917,0.898643901,7779.970119,1,23339.91036,13.21606106,12.58494957,1.004252588,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
209041437,Wollert,23963.04862,1,76681.75557,11.26619502,9.760976746,0.768656025,Urban mixed use and residential area,27386.34128,2,87636.29209,11.37574493,10.57202617,0.768436221,Typical suburban area,22251.40229,1,71204.48732,11.21181632,10.97892441,0.90806101,37656.21926,1,120499.9016,11.71082762,11.87419398,1.014776396,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
210011226,Airport West,3016.547935,1,6938.060251,13.2235642,11.41752999,0.760205003,Urban mixed use and residential area,3447.483355,2,7929.211716,13.35214712,12.36622409,0.759987615,Typical suburban area,2801.080226,1,6442.484519,13.15973785,12.84217778,0.898077293,4740.289613,1,10902.66611,13.74544649,13.88938519,1.003619393,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
210011227,Essendon Airport,0,0,0,5.463707031,6.255181097,0.291204648,Excluded,0,0,0,5.463707031,6.255181097,0.291204648,Excluded,0,0,0,5.463707031,6.255181097,0.291204648,0,0,0,5.463707031,6.255181097,0.291204648,Excluded,Excluded,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
210011228,Keilor,8747.039067,2,23617.00548,13.24980576,12.81963122,0.908742425,Typical suburban area,11662.71876,2,31489.34064,13.50873472,12.32688544,0.85963312,Typical suburban area,12391.63868,2,33457.42443,13.57425376,13.86500008,1.015537891,6560.2793,2,17712.75411,13.05887126,14.9956129,1.134883967,Typical suburban area,Typical suburban area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
210011229,Keilor East,6239.490047,3,16846.62313,12.18582444,9.963761331,0.71318386,Spacious residential area,4991.592037,3,13477.2985,12.06847336,9.58078609,0.674642726,Spacious residential area,4991.592037,3,13477.2985,12.06847336,10.36204534,0.753926781,3743.694028,3,10107.97388,11.95225239,10.36204534,0.753926781,Spacious residential area,Spacious residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
210011230,Niddrie - Essendon West,2230.34136,1,5798.887535,13.32738028,9.817551666,0.688976551,Urban mixed use and residential area,2548.961554,2,6627.30004,13.45697269,10.63330195,0.688779532,Typical suburban area,2071.031262,1,5384.681282,13.26305283,11.04255859,0.813930708,3504.822136,1,9112.537555,13.85335979,11.94301717,0.909583896,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
210011231,Strathmore,3127.085472,1,8755.839321,14.58459374,9.600582913,0.708174471,Urban mixed use and residential area,3573.811968,2,10006.67351,14.726411,10.39830505,0.707971962,Typical suburban area,2903.722224,1,8130.422227,14.51419808,10.79851707,0.836610401,4913.991456,1,13759.17608,15.16019053,11.67907544,0.934928907,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
210021232,Gisborne,2550.278965,5,7395.808999,9.365663,13.528141,0.4714914,Green wedges and hinterland,2550.278965,5,7395.808999,9.365663,13.528141,0.4714914,Green wedges and hinterland,3400.371954,5,9861.078666,9.411087627,14.06890488,0.498426862,2550.278965,5,7395.808999,9.365663,13.528141,0.4714914,Green wedges and hinterland,Green wedges and hinterland,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
210021233,Macedon,588.929816,5,1590.110503,10.24056885,15.48075249,0.517003234,Green wedges and hinterland,588.929816,5,1590.110503,10.24056885,15.48075249,0.517003234,Green wedges and hinterland,785.2397546,5,2120.147337,10.29023688,16.09956861,0.546538705,588.929816,5,1590.110503,10.24056885,15.48075249,0.517003234,Green wedges and hinterland,Green wedges and hinterland,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
210021234,Riddells Creek,2195.260342,5,6146.728957,9.691763187,16.06096383,0.473161055,Green wedges and hinterland,2195.260342,5,6146.728957,9.691763187,16.06096383,0.473161055,Green wedges and hinterland,2927.013789,5,8195.638609,9.73876944,16.70297289,0.500191901,2195.260342,5,6146.728957,9.691763187,16.06096383,0.473161055,Green wedges and hinterland,Green wedges and hinterland,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
210021235,Romsey,2175.270793,5,6090.75822,9.208407233,4.04139573,0.352382776,Green wedges and hinterland,2175.270793,5,6090.75822,9.208407233,4.04139573,0.352382776,Green wedges and hinterland,2900.361057,5,8121.010961,9.25306915,4.202943487,0.372513774,2175.270793,5,6090.75822,9.208407233,4.04139573,0.352382776,Green wedges and hinterland,Green wedges and hinterland,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
210031236,Coburg North,4019.514762,1,10048.78691,14.20891502,11.39765982,0.795748996,Urban mixed use and residential area,3732.406565,1,9331.016412,14.14033266,10.95957009,0.752745963,Urban mixed use and residential area,3732.406565,1,9331.016412,14.14033266,12.81982826,0.940067616,6316.38034,1,15790.95085,14.76968525,13.86521319,1.050544421,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
210031237,Fawkner,2941.467285,3,8530.255127,11.25922375,10.98647266,0.734423607,Spacious residential area,2353.173828,3,6824.204102,11.15079596,10.56418765,0.694734657,Spacious residential area,2353.173828,3,6824.204102,11.15079596,11.42563777,0.776379917,1764.880371,3,5118.153076,11.04341234,11.42563777,0.776379917,Spacious residential area,Spacious residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
210031239,Pascoe Vale,4073.759943,3,10184.39986,14.28749512,9.315517249,0.648180042,Spacious residential area,3259.007955,3,8147.519886,14.14990468,8.957458446,0.613151776,Spacious residential area,3259.007955,3,8147.519886,14.14990468,9.68788883,0.685209411,8962.271875,1,22405.67969,15.14159341,9.910586519,0.799818239,Spacious residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
210031438,Glenroy,5369.043307,2,13959.5126,12.96171949,10.99302958,0.758890872,Typical suburban area,7158.72441,2,18612.68347,13.21501865,10.57049255,0.717879688,Typical suburban area,5816.463583,1,15122.80532,13.02458544,10.97733176,0.848318359,9843.246064,1,25592.43977,13.60427878,11.87247146,0.948012786,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
210031439,Gowanbrae,622.2078632,3,1679.961231,13.93796554,12.30250311,0.746916278,Spacious residential area,497.7662905,3,1343.968984,13.80374111,11.82963408,0.706552212,Spacious residential area,1057.753367,2,2855.934092,14.41811282,13.10709578,0.82449502,373.3247179,3,1007.976738,13.67080929,12.79427425,0.789586272,Typical suburban area,Spacious residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
210031440,Hadfield,1584.68411,1,4120.178687,12.33881545,10.6234546,0.722836719,Urban mixed use and residential area,1471.492388,1,3825.880209,12.27925952,10.21512285,0.683773935,Urban mixed use and residential area,1471.492388,1,3825.880209,12.27925952,11.94901986,0.853931824,2490.217888,1,6474.566508,12.82578017,12.92339526,0.954285945,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
210041240,Sunbury,13715.03335,3,39773.59671,11.84934954,8.205307649,0.646744077,Spacious residential area,21944.05336,2,63637.75474,12.19838267,7.772153014,0.604318069,Typical suburban area,23315.55669,2,67615.11441,12.25754634,8.741940753,0.713918395,30173.07337,1,87501.91277,12.55769689,8.729457441,0.798046338,Typical suburban area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
210041241,Sunbury - South,20455.1767,3,53183.45941,13.71286906,9.45048551,0.765694959,Spacious residential area,32728.28271,2,85093.53506,14.11679382,8.951598475,0.715465847,Typical suburban area,34773.80038,2,90411.881,14.18526202,10.06855415,0.845224155,45001.38873,1,117003.6107,14.53261654,10.05417647,0.944825132,Typical suburban area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
210051242,Broadmeadows,4665.629721,3,13530.32619,10.30860578,12.85683338,0.849323736,Spacious residential area,3732.503777,3,10824.26095,10.20933256,12.36265767,0.803425473,Spacious residential area,3732.503777,3,10824.26095,10.20933256,13.37076291,0.897844084,2799.377833,3,8118.195715,10.11101536,13.37076291,0.897844084,Spacious residential area,Spacious residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
210051243,Campbellfield - Coolaroo,9896.919199,3,31670.14144,10.92612851,10.14988923,0.765153961,Spacious residential area,15835.07072,2,50672.2263,11.24796734,9.614080972,0.714960338,Typical suburban area,7917.535359,3,25336.11315,10.82090846,10.55561337,0.80886584,5938.15152,3,19002.08486,10.7167017,10.55561337,0.80886584,Spacious residential area,Spacious residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
210051245,Gladstone Park - Westmeadows,6673.622382,2,18018.78043,11.86212585,11.23724384,0.800908701,Typical suburban area,8898.163176,2,24025.04057,12.09393664,10.80531999,0.757626832,Typical suburban area,9454.298374,2,25526.60561,12.15259373,12.15357791,0.895031541,5005.216786,2,13514.08532,11.69118831,13.14463387,1.000215703,Typical suburban area,Typical suburban area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
210051246,Greenvale - Bulla,12550.47718,3,42671.6224,11.21785421,8.553276728,0.785287277,Spacious residential area,20080.76348,2,68274.59584,11.54828608,8.101752956,0.733772921,Typical suburban area,10040.38174,3,34137.29792,11.10982481,8.895179071,0.830149337,27611.04979,1,93877.56928,11.88845112,9.099654562,0.969000966,Spacious residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
210051247,Meadow Heights,3819.410366,1,12985.99525,9.338019275,9.984522325,0.68404365,Urban mixed use and residential area,4365.040419,2,14841.13742,9.428820042,10.81414637,0.683848041,Typical suburban area,3546.59534,1,12058.42416,9.292947329,11.23036338,0.808103166,6001.930576,1,20406.56396,9.706554323,12.14613639,0.9030715,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
210051248,Melbourne Airport,0,0,0,12.97871704,6.677583332,0.333482648,Excluded,0,0,0,12.97871704,6.677583332,0.333482648,Excluded,0,0,0,12.97871704,6.677583332,0.333482648,0,0,0,12.97871704,6.677583332,0.333482648,Excluded,Excluded,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
210051249,Roxburgh Park - Somerton,9812.240996,1,37286.51579,10.46871047,9.970419455,0.741840196,Urban mixed use and residential area,11213.98971,2,42613.1609,10.57050582,10.79887168,0.74162806,Typical suburban area,9111.36664,1,34623.19323,10.418181,11.2145008,0.876381808,15419.23585,1,58593.09624,10.88186947,12.1289803,0.979374253,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
210051250,Tullamarine,2595.329885,1,5969.258735,12.69132189,11.5412601,0.78362182,Urban mixed use and residential area,2966.091297,2,6822.009982,12.81472941,12.50023506,0.783397736,Typical suburban area,2409.949179,1,5542.883111,12.63006451,12.98134658,0.925741031,4078.375533,1,9380.263726,13.19219866,14.03990243,1.034534174,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
210051441,Craigieburn - Central,2955.432338,1,9161.840249,10.86673267,10.81567994,0.739627091,Urban mixed use and residential area,3377.636958,2,10470.67457,10.9723983,11.71436572,0.739415588,Typical suburban area,2744.330029,1,8507.423089,10.81428206,12.16523055,0.87376733,4644.250818,1,14397.17753,11.29560005,13.15723672,0.976452521,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
210051442,Craigieburn - North,6565.697398,3,22979.94089,10.81584626,12.76660831,0.878216234,Spacious residential area,5252.557918,3,18383.95271,10.71168825,12.27590056,0.830756593,Spacious residential area,5252.557918,3,18383.95271,10.71168825,13.27693125,0.928387159,3939.418439,3,13787.96454,10.60853329,13.27693125,0.928387159,Spacious residential area,Spacious residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
210051443,Craigieburn - South,6376.168356,3,21041.35557,11.4364304,10.39354695,0.761163345,Spacious residential area,10201.86937,2,33666.16892,11.77330063,9.844876112,0.711231504,Typical suburban area,5100.934685,3,16833.08446,11.32629609,10.80901089,0.804647248,14027.57038,1,46290.98226,12.12009367,11.05748007,0.939233371,Spacious residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
210051444,Craigieburn - West,5185.079951,1,17110.76384,11.75812281,10.49022027,0.746979618,Urban mixed use and residential area,5925.805658,2,19555.15867,11.87245611,11.36186327,0.746766012,Typical suburban area,4814.717097,1,15888.56642,11.70136971,11.79916092,0.882453326,8147.98278,1,26888.34317,12.22216986,12.76131617,0.986159296,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
210051445,Mickleham - Yuroke,14036.42154,3,43512.90677,11.39904915,7.795241958,0.745487751,Spacious residential area,22458.27446,2,69620.65084,11.73481828,7.383734513,0.696584219,Typical suburban area,11229.13723,3,34810.32542,11.28927482,8.106843182,0.788076135,30880.12739,1,95728.3949,12.08047779,8.293197017,0.919890557,Spacious residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
211011251,Bayswater,5167.922346,2,12919.80586,12.68001126,12.35784812,0.807127722,Typical suburban area,6890.563128,2,17226.40782,12.92780524,11.88285181,0.763509772,Typical suburban area,7321.223323,2,18303.05831,12.9905067,13.36556117,0.901981422,3875.941759,2,9689.854399,12.4972877,14.45544755,1.007982335,Typical suburban area,Typical suburban area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
211011254,Knoxfield - Scoresby,7731.122413,3,21647.14276,11.849475,12.53747663,0.885827156,Spacious residential area,12369.79586,2,34635.42841,12.19851183,11.87562868,0.827717446,Typical suburban area,6184.89793,3,17317.7142,11.73536301,13.03864043,0.93643288,4638.673448,3,12988.28565,11.62234994,13.03864043,0.93643288,Spacious residential area,Spacious residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
211011255,Lysterfield,4138.668962,1,13657.60758,12.77419898,11.40849052,0.820021193,Urban mixed use and residential area,4729.907386,2,15608.69437,12.89841238,10.96998449,0.775706468,Typical suburban area,3843.049751,1,12682.06418,12.71254158,12.83201039,0.968741867,6503.622655,1,21461.95476,13.27834658,13.8783887,1.082588472,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
211011256,Rowville - Central,6426.016401,1,18635.44756,12.15037891,9.963776249,0.7232222,Urban mixed use and residential area,7344.018743,2,21297.65436,12.26852642,9.580800435,0.684138584,Typical suburban area,5967.015229,1,17304.34416,12.09173251,11.20702867,0.854387216,10098.02577,1,29284.27474,12.62990678,12.12089886,0.954794855,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
211011257,Rowville - North,3042.675302,1,9432.293436,12.37208565,10.35292851,0.730725897,Urban mixed use and residential area,3477.343202,2,10779.76393,12.49238899,9.954994924,0.691236774,Typical suburban area,2825.341352,1,8758.558191,12.31236913,11.64473827,0.863251799,4781.346903,1,14822.1754,12.86036342,12.59430122,0.964701204,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
211011258,Rowville - South,6282.728409,1,19476.45807,12.52700817,11.28188568,0.803957776,Urban mixed use and residential area,7180.261039,2,22258.80922,12.64881793,10.84824594,0.760511132,Typical suburban area,5833.962094,1,18085.28249,12.46654388,12.68960815,0.949765156,9872.858929,1,30605.86268,13.02140012,13.72437436,1.061381616,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
211011259,Wantirna,4435.75291,2,12420.10815,12.64572468,11.14125176,0.751016228,Typical suburban area,5914.337213,2,16560.1442,12.89284863,10.71301754,0.710430596,Typical suburban area,6283.983289,2,17595.15321,12.95538054,12.04975821,0.839275702,3326.814682,2,9315.081111,12.4634952,13.03234826,0.937907434,Typical suburban area,Typical suburban area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
211011260,Wantirna South,8234.8211,2,23057.49908,12.46123116,12.20897384,0.848479261,Typical suburban area,10979.76147,2,30743.33211,12.70474972,11.73969979,0.802626635,Typical suburban area,11665.99656,2,32664.79036,12.76636933,13.20454703,0.948192597,6176.115825,2,17293.12431,12.2816603,14.28130361,1.05962425,Typical suburban area,Typical suburban area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
211011446,Boronia,7429.883278,2,17831.71987,13.14107803,9.597456666,0.694276219,Typical suburban area,9906.511037,2,23775.62649,13.39788222,9.22856101,0.656756872,Typical suburban area,10525.66798,2,25261.60315,13.46286361,10.38007531,0.775867603,5572.412459,2,13373.7899,12.95171033,11.2265121,0.867047612,Typical suburban area,Typical suburban area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
211011447,Ferntree Gully (North),3952.095869,3,9880.239673,13.26684734,9.805198713,0.676873659,Spacious residential area,3161.676695,3,7904.191739,13.13908587,9.428318114,0.640294763,Spacious residential area,3161.676695,3,7904.191739,13.13908587,10.19714446,0.715542243,2371.257522,3,5928.143804,13.01255476,10.19714446,0.715542243,Spacious residential area,Spacious residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
211011448,Ferntree Gully (South) - Upper Ferntree Gully,4698.235343,3,12685.23543,13.2026098,9.885908398,0.747933244,Spacious residential area,3758.588274,3,10148.18834,13.07546695,9.505925576,0.70751422,Spacious residential area,3758.588274,3,10148.18834,13.07546695,10.28108037,0.790661335,2818.941206,3,7611.141256,12.94954849,10.28108037,0.790661335,Spacious residential area,Spacious residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
211011449,The Basin,2662.701114,1,7455.563118,12.3087598,12.0113452,0.812252991,Urban mixed use and residential area,3043.086987,2,8520.643564,12.42844737,11.54966736,0.768358066,Typical suburban area,2472.508177,1,6923.022895,12.24934894,13.51008761,0.959564808,4184.244607,1,11715.8849,12.79453834,14.61175931,1.072332924,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
211021261,Donvale - Park Orchards,9334.632648,3,27070.43468,12.69336167,9.420400318,0.746268997,Spacious residential area,14935.41224,2,43312.69549,13.06725593,8.923101467,0.697314216,Typical suburban area,7467.706119,3,21656.34774,12.57112294,9.796964416,0.788902012,5600.779589,3,16242.26081,12.45006139,9.796964416,0.788902012,Spacious residential area,Spacious residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
211021262,Warrandyte - Wonga Park,5157.141142,3,15987.13754,13.10283458,9.351536587,0.830471995,Spacious residential area,8251.425827,2,25579.42007,13.48879022,8.857873023,0.77599355,Typical suburban area,4125.712914,3,12789.71003,12.97665257,9.725347978,0.877915377,3094.284685,3,9592.282524,12.85168572,9.725347978,0.877915377,Spacious residential area,Spacious residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
211031263,Bayswater North,6256.107942,1,16891.49144,12.19324524,9.77017237,0.740487557,Urban mixed use and residential area,7149.837648,2,19304.56165,12.31180957,9.394638073,0.700470905,Typical suburban area,5809.243089,1,15684.95634,12.13439193,10.98926743,0.874783853,9831.026766,1,26543.77227,12.67446487,11.88538042,0.977588506,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
211031265,Croydon Hills - Warranwood,6003.050069,2,18009.15021,12.61892095,8.79272831,0.649055639,Typical suburban area,8004.066758,2,24012.20027,12.86552111,8.454763847,0.613980055,Typical suburban area,8504.32093,2,25512.96279,12.92792048,9.509725877,0.725332698,4502.287551,2,13506.86265,12.43707773,10.28519057,0.810573842,Typical suburban area,Typical suburban area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
211031266,Ringwood,5240.004056,3,12576.00973,14.0538172,11.20159168,0.832531186,Spacious residential area,8384.00649,2,20121.61558,14.46778489,10.61026451,0.777917659,Typical suburban area,6812.005273,1,16348.81266,14.25929887,11.01863448,0.919265224,3144.002434,3,7545.605841,13.78444036,11.64935581,0.880092206,Urban mixed use and residential area,Spacious residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
211031267,Ringwood East,6241.610364,2,16228.18695,14.85496396,8.686621006,0.63343213,Typical suburban area,8322.147152,2,21637.58259,15.14526107,8.352734971,0.599200855,Typical suburban area,8842.281348,2,22989.93151,15.21871747,9.39496612,0.707873114,4681.207773,2,12171.14021,14.64089854,10.1610728,0.791062406,Typical suburban area,Typical suburban area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
211031268,Ringwood North,3829.343337,1,10722.16134,12.72276163,8.472737914,0.614415128,Urban mixed use and residential area,4376.392386,2,12253.89868,12.84647485,8.147072863,0.581211549,Typical suburban area,3555.818813,1,9956.292677,12.6613525,9.529942698,0.725846677,6017.53953,1,16849.11068,13.2248792,10.30705596,0.811148223,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
211031450,Croydon - East,5401.639729,2,12423.77138,12.23509273,10.71924457,0.726937844,Typical suburban area,7202.186305,2,16565.0285,12.47419207,10.30723096,0.687653431,Typical suburban area,7652.322949,2,17600.34278,12.53469345,11.5933387,0.812367625,4051.229797,2,9317.828533,12.05878061,12.53871031,0.907837118,Typical suburban area,Typical suburban area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
211031451,Croydon - West,5298.810775,1,13247.02694,13.55799757,7.744028866,0.585387055,Urban mixed use and residential area,6055.783743,2,15139.45936,13.68983245,7.446373069,0.553752182,Typical suburban area,4920.324291,1,12300.81073,13.492557,8.710307352,0.691554015,8326.702647,1,20816.75662,14.09307864,9.420583954,0.772825486,Urban mixed use and residential area,Urban mixed use and residential area,Existing Condition,Business As Usual,Standard 20-minute Neighbourhood,Optimistic 20-minute Neighbourhood
